id,date,speaker,claims,label
554,2012,H.E. John Evans Atta Mills,"True to our commitment to modernizing agriculture, the Government has increased the stock of Rice Combine Harvesters, maize harvesters; additional grain-cocoon storage facilities and bore holes for agricultural purposes where none existed.",1
555,2012,H.E. John Evans Atta Mills,Agricultural Mechanization Service Centers have also been established.,1
556,2012,H.E. John Evans Atta Mills,"As a result of targeted interventions in the agricultural sector, we have recorded significant increases in rice, yam and maize production.",1
557,2012,H.E. John Evans Atta Mills,Our cotton farmers in the Northern Regions can attest to how far we have gone in reviving the cotton industry while Government intervention has resulted in a sizeable increase in cotton production.,1
558,2012,H.E. John Evans Atta Mills,"Between 2009 and 2011, Government has rehabilitated several irrigation dams in the three northern regions, the Greater Accra, Volta, Ashanti, and Brong Ahafo regions.",1
559,2012,H.E. John Evans Atta Mills,"With the completion of a master plan for irrigation development, the first phase of the Accra Plains Irrigation Project covering an area of about 11,000 hectares will begin this year.",1
560,2012,H.E. John Evans Atta Mills,"For the first time ever, Ghana produced over one million tonnes of cocoa in 2011.",1
561,2012,H.E. John Evans Atta Mills,"Our output last year was over 50% the output in 2008 which was 680,000 tonnes.",1
562,2012,H.E. John Evans Atta Mills,"In terms of the percentage of the world cocoa price that is paid to the farmer, we have out-performed every government in our history.",1
563,2012,H.E. John Evans Atta Mills,"At an average world market price of US$2,450.00 per tonne in January 2012, we are paying the cocoa farmer about 80% of the world market price.",1
564,2012,H.E. John Evans Atta Mills,"A new shea nut factory has been established at Buipe in the Northern Region, to process sheanuts for export.",1
565,2012,H.E. John Evans Atta Mills,"The factory is expected to process close to 40,000 tons a year.",1
566,2012,H.E. John Evans Atta Mills,Government has already inaugurated the National Steering Committee to formulate programmes and strategies for growing and sustaining the industry.,1
567,2012,H.E. John Evans Atta Mills,The floor price for purchases at the farm gate has been fixed to ensure that the farmers are not shortchanged.,1
568,2012,H.E. John Evans Atta Mills,Government through COCOBOD has launched a 6-year cocoa re-planting programme to rehabilitate old cocoa farms in Ghana.,1
569,2012,H.E. John Evans Atta Mills,The programme entails the production of elite cocoa hybrid seedlings for distribution to farmers free of charge to be used in replanting.,1
570,2012,H.E. John Evans Atta Mills,The main objective of the programmes is to create employment opportunities for our youth in cocoa growing communities throughout the period of the programme and assist them to acquire the relevant techniques and skills in cocoa production under the Youth in Agriculture Programme.,1
571,2012,H.E. John Evans Atta Mills,Another objective is to encourage under-producing farmers to expand their acreage and increase their yield.,1
572,2012,H.E. John Evans Atta Mills,This administration has taken steps to enforce the Fisheries Regulations and protect fisheries resources.,1
573,2012,H.E. John Evans Atta Mills,To this end some patrol vessels have been acquired and will soon be commissioned.,1
574,2012,H.E. John Evans Atta Mills,Implementation of a Fisheries and Aquaculture Development Plan will begin this year.,1
575,2012,H.E. John Evans Atta Mills,A turnkey fish processing plant at Elmina is expected to commence this year.,1
576,2012,H.E. John Evans Atta Mills,"We pledged in our Manifesto to focus on the production, distribution and supply of water taking into account the needs of the poor.",1
577,2012,H.E. John Evans Atta Mills,We also pledged to build and expand a number of water plants nationwide.,1
578,2012,H.E. John Evans Atta Mills,"Since 2009, we have constructed hundreds of boreholes fitted with hand pumps, hand dug wells with hand pumps and piped water systems throughout the country.",1
579,2012,H.E. John Evans Atta Mills,"I have directed that at least 20,000 boreholes be constructed nationwide over the next four years.",1
580,2012,H.E. John Evans Atta Mills,The Government has absorbed the 5% contribution by communities to the capital cost of construction of rural water systems in rural communities.,1
581,2012,H.E. John Evans Atta Mills,The Kpong Water Expansion Project is expected to add 40million gallons of water daily to the Accra-Tema Metropolis.,1
582,2012,H.E. John Evans Atta Mills,The many interventions we have made in the urban water sector are expected to bring about an increase in coverage from the present 62% to 80% by 2015.,1
583,2012,H.E. John Evans Atta Mills,"This Government inherited a total electricity generation capacity of around 1,800 megawatts in 2009.",1
584,2012,H.E. John Evans Atta Mills,We have since installed an additional 376 megawatts to the generation capacity.,1
585,2012,H.E. John Evans Atta Mills,"Additional capacity will be added this year through the expansion of the Takoradi International Company (TICO), the planned completion of the Bui project, the development of the Kpone Thermal Power Plant; and the completion of the Tema Osono Power Project.",1
586,2012,H.E. John Evans Atta Mills,"By the end of 2013, power generation should reach about 3,300Mw, an over 80% increase in the generation capacity we came to meet.",0
587,2012,H.E. John Evans Atta Mills,"The national electricity transmission system that we inherited was saddled with over-aged and obsolete equipment, overloads, high losses, low voltage and evacuation constraints, among others.",1
588,2012,H.E. John Evans Atta Mills,"These have included the completion of transmission networks and substation projects at Buipe in the Northern Region; Kpando, Ho and Asiekpe in the Volta Region; Sunyani and Techiman in the Brong Ahafo Region; Obuasi and Kumasi in the Ashanti Region; Tema and Accra in the Greater Accra Region; Winneba in the Central Region and Takoradi in the Western Region.",1
589,2012,H.E. John Evans Atta Mills,"In all honesty, the phenomenon of “dumsor, dumsor” is not as bad as it used to be at the time we took over the management of the affairs of state and it is our determination to continue to work to make the situation much better than it is currently.",1
590,2012,H.E. John Evans Atta Mills,"From 2009 to date, under the various rural electrification projects, over 1,700 communities have been connected to the national grid.",1
591,2012,H.E. John Evans Atta Mills,"We are aiming to extend electricity to a further 4,000 or more communities covering all the regions in the country.",1
592,2012,H.E. John Evans Atta Mills,I would like to mention that the programme to provide street lights to all regional capitals is proceeding according to plan and will in future be extended to cover all municipal and district capitals in the country.,1
593,2012,H.E. John Evans Atta Mills,"At the end of last year, Ghana had earned a total of US$444,124,724 from the sale of the Ghana Group’s 4liftingstotalling 3,930,189 barrels of crude oil.",1
594,2012,H.E. John Evans Atta Mills,We have made and will continue to make full public disclosure of all oil liftings and revenues accrued even as we hope for success in on-going oil and gas exploration in other areas.,0
595,2012,H.E. John Evans Atta Mills,The appointment and inauguration of the Public Interest Committee under the Chairmanship of an eminent Ghanaian is to demonstrate the Government’s intention to enhance transparency and accountability.,1
596,2012,H.E. John Evans Atta Mills,"Once again, this Government has demonstrated its commitment to a Ghana-first approach to the handling of national affairs wherever the national interest can better be served that way.",1
597,2012,H.E. John Evans Atta Mills,There have been some challenges in production at the Jubilee Oil Field.,1
598,2012,H.E. John Evans Atta Mills,"As a result, production estimates have been scaled down pending the completion of a remedial programme.",1
599,2012,H.E. John Evans Atta Mills,The Ministry of Energy and the newly established Petroleum Commission are positively keeping a close eye on the matter.,1
600,2012,H.E. John Evans Atta Mills,"The Ghana National Gas Company Limited (Ghana Gas) which is charged with responsibility to build, own and operate infrastructure required for gathering, processing, transporting and marketing of natural gas resources in the country has commenced business in earnest especially in the area of the development of gas infrastructure.",1
601,2012,H.E. John Evans Atta Mills,The completion of the project will stimulate diversification of the national economy.,1
602,2012,H.E. John Evans Atta Mills,"In my State of the Nation Address last year, I informed this House of the bold and courageous steps we had taken to implement the new pay policy, popularly referred to as the Single Spine Pay Policy (SSPP).",1
603,2012,H.E. John Evans Atta Mills,"As at that time, just about 11% of public service employees had been migrated onto the Single Spine Salary Structure (SSSS).",1
604,2012,H.E. John Evans Atta Mills,"In the 2011 Action Year, over 80% of public service employees were migrated onto the SSSS and the process is expected to be completed within the year.",1
605,2012,H.E. John Evans Atta Mills,The implementation of the SSSS has not been without challenges.,1
606,2012,H.E. John Evans Atta Mills,"In my first State of the Nation address in 2009, I indicated that SADA and CEDECOM will be used to address the peculiar poverty related problems in the three Northern regions and the Central region respectively.",1
607,2012,H.E. John Evans Atta Mills,"In the intervening period, the law that formally establishes the Savannah Accelerated Development Authority has been passed and the Authority has been formally established.",1
608,2012,H.E. John Evans Atta Mills,CEDECOM is the shell around which the Western Corridor Development Authority will be created.,1
609,2012,H.E. John Evans Atta Mills,The creations of the other Development Authorities that I mentioned in my 2011 Address are receiving very active attention at the NDPC and will follow in the course of the year.,1
610,2012,H.E. John Evans Atta Mills,"The National Health Insurance Scheme continues to grow with utilization rising from about 600,000 in 2005 to over 17.5million as at December 2011.",0
611,2012,H.E. John Evans Atta Mills,There is the urgent need for dialogue and consensus on financing of the NHIS to ensure sustainability.,1
612,2012,H.E. John Evans Atta Mills,"Currently, measures are being implemented for cost containment through improved provider payment systems.",1
613,2012,H.E. John Evans Atta Mills,"Meanwhile, for better customer orientation the scheme has planned to start a call centre to make it more user-friendly.",1
614,2012,H.E. John Evans Atta Mills,Our plan to improve access to quality healthcare is very much on course via a number of on-going projects nationwide.,1
615,2012,H.E. John Evans Atta Mills,"Indeed, a number of new health facilities have been completed within the last three years and will soon be put to use, notable of which is the Winneba Municipal Hospital.",1
616,2012,H.E. John Evans Atta Mills,Significant progress has been made on the Tamale Teaching Hospital rehabilitation project.,0
617,2012,H.E. John Evans Atta Mills,"Government is also strengthening the capacity of existing Regional, District Hospitals, and Polyclinics.",1
618,2012,H.E. John Evans Atta Mills,"Five polyclinics will be completed by the end of June in Wechiau, Babille, Ko, Lambussie and Hain, all in the upper west region.",0
619,2012,H.E. John Evans Atta Mills,"Government’s intervention in the deplorable state of the Korle-bu Teaching hospital has led to the procurement of life support equipment and new oxygen plants, the installation of which will soon commence.",1
620,2012,H.E. John Evans Atta Mills,"Under the National Medical Equipment Replacement Project, Government is providing life support equipment, and medical imaging in selected District Hospitals nationwide as well as re-equipping radiology departments in the teaching and regional hospitals with state of the art Magnetic Resonance Imagers, and CT scanners.",1
621,2012,H.E. John Evans Atta Mills,These centers are also receiving mammography units to make breast cancer screening routine.,1
622,2012,H.E. John Evans Atta Mills,Equipment will be supplied and installed in district hospitals as well as health centers across the country.,1
623,2012,H.E. John Evans Atta Mills,"As a matter of fact, state-of-the-art Magnetic Resonance Imaging (MRI) machines are currently being installed at the Komfo Anokye and Tamale Teaching Hospitals.",1
624,2012,H.E. John Evans Atta Mills,"It is expected that in the course of the year, MRI machines will be installed at the Volta and Central Regional Hospitals.",1
625,2012,H.E. John Evans Atta Mills,Basic Obstetric equipment have also been supplied and installed in selected district hospitals and health centers across the country as part of efforts at reducing maternal mortality.,1
626,2012,H.E. John Evans Atta Mills,The National Ambulance Service will take delivery of 160 ambulances this year to augment the existing fleet.,1
627,2012,H.E. John Evans Atta Mills,"Apart from health structures and equipments, we have established new Health Assistant Training Schools, Nurses Training Schools, as well as Midwifery schools in various parts of the country to train more health personnel.",1
628,2012,H.E. John Evans Atta Mills,The last guinea worm case in Ghana was reported in May 2010 at Diare in the Northern Region.,0
629,2012,H.E. John Evans Atta Mills,"In 2012, we will intensify our disease surveillance to make sure that guinea worm is not re-introduced into Ghana and to also prepare Ghana for certification by the World Health Organization as a country free of guinea worm.",1
630,2012,H.E. John Evans Atta Mills,"As at January 2009, the Tetteh Quarshie-Madina road was about 30% complete.",0
631,2012,H.E. John Evans Atta Mills,"As at January 2009, funds were still being mobilized for the Madina-Pantang road.",1
632,2012,H.E. John Evans Atta Mills,The Achimota-Ofankor road is now over 80% complete,1
633,2012,H.E. John Evans Atta Mills,The Koforidua bypass has been completed and is in use so has the Kumasi Techiman road,1
634,2012,H.E. John Evans Atta Mills,"The Nsawam bypass, the Nkawkaw bypass, the Oforikrom-Asokwa bypass, the first phase of the Sogakope-Adidome-Ho-Fume and the Bamboi-Tinga road are all nearing completion.",1
635,2012,H.E. John Evans Atta Mills,"Reconstruction of the Asikuma Junction-Hohoe road, the 147 kilometre Fulfulso-Sawla road, the 60-kilometre Assin Praso-Bekwai road, the Dodi Papaso-Nkwanta road and the Nkwanta-Oti Damanko road is on course.",1
636,2012,H.E. John Evans Atta Mills,"Because 2012 is an election year, it goes without saying that our security institutions must be in a state of readiness to ensure peace and calm before, during, and after the elections.",1
637,2012,H.E. John Evans Atta Mills,"The Police, Military and other institutions charged with law enforcement will have the fullest support of Government to act decisively and fairly.",1
638,2012,H.E. John Evans Atta Mills,Our commitment to ensure the safety of Ghanaians is as strong as ever.,1
639,2012,H.E. John Evans Atta Mills,"Over the past years there has been a reduction in major crimes such as armed robbery, car snatching, highway robbery, narcotics and murder and the law enforcement agents are under strict instructions to sustain the arrest of narcotic traffickers and their collaborators.",1
640,2012,H.E. John Evans Atta Mills,"We have increased the strength of the Police Service by over 4,000 and at the same time taken steps to modernize its forensic facilities to assist in crime prevention and detection.",0
641,2012,H.E. John Evans Atta Mills,"A large quantity of vehicles, communication gadgets, bulletproof vests have been provided to boost operational efficiency of the Police.",1
642,2012,H.E. John Evans Atta Mills,The Ghana Immigration Service is expected to complete installation of Digital Border Surveillance System at strategically selected Border control points.,1
643,2012,H.E. John Evans Atta Mills,This around-the-clock monitoring equipment seeks to enhance border security especially in the face of new sub-regional threats of religious and ethnic nature.,1
644,2012,H.E. John Evans Atta Mills,"The Ghana Armed Forces, in the last three years, is not in the near-moribund state it used to be before January 2009.",0
645,2012,H.E. John Evans Atta Mills,A lot of acquisition has been made in equipment and hardware for the Navy and the Air Force.,1
646,2012,H.E. John Evans Atta Mills,We will leave no stone unturned in our effort to develop a credible defence system capable of protecting our Oil and Gas Industry and our territorial integrity as a whole.,1
647,2012,H.E. John Evans Atta Mills,"On the youth front; through the Better Ghana Caravan Project we are focusing on activities in the priority areas of employable skills, Youth Health and Sexuality education, drug use and substance abuse education, conflict prevention, management and resolution.",1
648,2012,H.E. John Evans Atta Mills,The International Olympic Committee (IOC) which had suspended the Ghana Olympic Committee (GOC) lifted the ban last August paving the way for Ghana’s participation in the upcoming London 2012 Olympic Games.,1
649,2012,H.E. John Evans Atta Mills,Ghana is to play host to the second ECOWAS Games in June this year.,1
650,2012,H.E. John Evans Atta Mills,"At the 10th All Africa Games held in Maputo, Mozambique in September last year, Team Ghana put up the best performance ever by winning 19 medals.",1
651,2012,H.E. John Evans Atta Mills,The National U-23 male football team and their U-20 female counterparts won gold and silver respectively at the Games.,1
652,2012,H.E. John Evans Atta Mills,"In the course of last year, the Senior National Football team, the Black Stars was rated 14th in the FIFA world ranking and 1st in Africa.",1
653,2012,H.E. John Evans Atta Mills,That has so far been Ghana’s best ranking in world football.,1
654,2012,H.E. John Evans Atta Mills,The Black Stars did not lift the African Cup as anticipated; better luck to all of us next time.,1
655,2012,H.E. John Evans Atta Mills,The Job 600 project will surely be completed this year and ready for your occupation next year.,1
656,2012,H.E. John Evans Atta Mills,I am confident that I will be the first President to address you at a time when you will be working from the comfort of your new offices.,1
657,2012,H.E. John Evans Atta Mills,"This year, I hope to work with Honourable members to review three initiatives that I announced will be instituted in the course of my Presidency.",1
658,2012,H.E. John Evans Atta Mills,These are the assignment of National Service personnel as Research Assistants to MPs; the construction of constituency duty offices for Honourable members; and the establishment of an MPs’ Constituency Development Fund separate and apart from the District Assemblies Common Fund.,1
659,2012,H.E. John Evans Atta Mills,"Last year, I noted in my address that the work of the Constitutional Review Commission was on schedule.",1
660,2012,H.E. John Evans Atta Mills,I also noted that all governance reforms must ultimately take their ethos from the Constitution Review Process.,1
661,2012,H.E. John Evans Atta Mills,I am happy to report that the Commission has since presented its Report to me ahead of schedule and I have identified a Technical Implementation Committee to assist Cabinet develop the white paper and begin with the implementation of the recommendations without delay.,1
662,2012,H.E. John Evans Atta Mills,Let me state here and now that I remain undaunted by attempts to thwart the fight against corruption by legal and technical means.,1
663,2012,H.E. John Evans Atta Mills,I do not care whose ox is gored when it comes to the fight against corruption and neither will I be off-tracked by all the sideline comments that are being made to befuddle the hardcore issues.,1
664,2012,H.E. John Evans Atta Mills,The fate of the abortive Ghana@50 Commission prosecutions stayed my hand in going the route of appointing a Presidential Commission to re-open investigations into the disappearance of cocaine from the Police vault as well as the 77 parcels of cocaine that got mysteriously missing from the MV Benjamin that I announced in my Address last year.,1
665,2012,H.E. John Evans Atta Mills,We have since identified what went wrong with the Ghana@50 Commission and we will address it and definitely begin the cocaine investigations this year.,1
666,2012,H.E. John Evans Atta Mills,"Indeed, as I speak, the National Security has in its custody a very key player in the case of the 77 parcels of supposedly missing cocaine.",1
667,2013,H. E. John Dramani Mahama,"Our recent Presidential and Parliamentary elections have been adjudged by both domestic and international observers as by far the most credible, transparent, free and fair since 1992.",0
668,2013,H. E. John Dramani Mahama,The Electoral Commission has organized six successful elections since our return to constitutional rule in 1992.,0
669,2013,H. E. John Dramani Mahama,"They have conferred victory where victory was due without fear or favour in the critical periods of 2000, 2008 and 2012.",1
670,2013,H. E. John Dramani Mahama,"Our Electoral Commission has earned, in the process, an enviable reputation as arguably one of the best electoral institutions on the African continent.",1
671,2013,H. E. John Dramani Mahama,Ghana has witnessed impressive development in the last two decades.,0
672,2013,H. E. John Dramani Mahama,There have been improvements in roads and social infrastructure across the length and breadth of this country.,1
673,2013,H. E. John Dramani Mahama,"Health facilities have been expanded and access improved, and so have educational institutions with the private sector playing a pivotal role.",1
674,2013,H. E. John Dramani Mahama,"our quest to build an equitable society in which the productive capacities of our people are tapped for national development will come to naught if we do not give our children sound, meaningful and relevant education.",1
675,2013,H. E. John Dramani Mahama,Any nation whose people do not have the required level of education will be left behind.,1
676,2013,H. E. John Dramani Mahama,"It is also the objective of this government, to eliminate the remaining schools under trees by the end of 2016.",1
677,2013,H. E. John Dramani Mahama,The school-feeding programme will be progressively expanded to all public basic schools in rural communities to satisfy the basic nutritional needs of the pupils.,1
678,2013,H. E. John Dramani Mahama,Paramount among these is a lack of access occasioned by inadequate space and facilities for the large number of qualified Junior High School graduates.,1
679,2013,H. E. John Dramani Mahama,"To address the limitations imposed on access to secondary education we will, over the next four years, construct a total of two hundred new community day Senior High schools, giving priority to Districts, which currently lack such schools.",1
680,2013,H. E. John Dramani Mahama,The relevance of improved health services cannot be over emphasized.,1
681,2013,H. E. John Dramani Mahama,A sick population cannot generate the productivity needed to maintain the acceleration of our economy.,1
682,2013,H. E. John Dramani Mahama,"Presently, our healthcare system still has personnel deficits and service deficiencies despite the facility expansion and human capacity development programmes we have been implementing.",1
683,2013,H. E. John Dramani Mahama,This will be consistent with our record over the last four years.,1
684,2013,H. E. John Dramani Mahama,"Our goal is to ensure a more efficient, expanded and sustainable delivery.",1
685,2013,H. E. John Dramani Mahama,A few weeks ago we had to endure the painful experience of missing out on our much-cherished dream of winning a fifth African Cup of Nations title.,1
686,2013,H. E. John Dramani Mahama,Our Black Stars exited the just ended AFCON competition at the semi-final stage through the lottery of penalty.,1
687,2013,H. E. John Dramani Mahama,"I recall how barely a year ago, our beloved late President Mills standing before this august house in his last sessional address, urged our football authorities to take seriously the issue of penalty taking by our teams as it has often been our nemesis in major competitions.",1
688,2013,H. E. John Dramani Mahama,What many appreciated as a humorous comment turned out to be prophetic as the same problem came to haunt us at the just ended AFCON competition.,1
689,2013,H. E. John Dramani Mahama,Another major tournament we need to prepare for is the Olympic games in 2016.,1
690,2013,H. E. John Dramani Mahama,SADA has agriculture as a key part of its agenda.,0
691,2013,H. E. John Dramani Mahama,"In the spirit of Public-Private Partnership, SADA has facilitated partnerships to establish three agro processing factories- a sheanut processing factory at Buipe, a rice mill at Nyankpala near Tamale and a vegetable oil mill at Tamale.",1
692,2013,H. E. John Dramani Mahama,The Produce Buying Company is currently raising the capital to begin sheanut purchases to feed the factory.,1
693,2013,H. E. John Dramani Mahama,This will benefit tens of thousands of poor women in the savannah zone of this country.,1
694,2013,H. E. John Dramani Mahama,Outgrowers are being registered to meet the requirements of these factories.,1
695,2013,H. E. John Dramani Mahama,"In 2011, SADA supported 6,000 farming families Last year SADA registered and supported another 16,000 farmers this year with farm inputs, including fertilizers, improved seeds and tractor services for land preparation services.",1
696,2013,H. E. John Dramani Mahama,"SADA through its greening the Northern Savannah ecological zone agenda, has partnered with a private sector group to grow and nurture 5 million trees in the next 12 months.",1
697,2013,H. E. John Dramani Mahama,The implementation framework for the Authority is currently under development.,1
698,2013,H. E. John Dramani Mahama,The economy of Ghana has over a period of more than two decades consistently witnessed a positive growth rate.,1
699,2013,H. E. John Dramani Mahama,This back-to-back growth registered from 1986 culminated in the attainment of lower middle-income status in the year 2010.,1
700,2013,H. E. John Dramani Mahama,This positive performance was taken to a whole new level in the year 2011 when our country registered what is believed to be probably the highest growth rate in the world- a whopping 14.4 percent growth in GDP.,1
701,2013,H. E. John Dramani Mahama,Since then our country has maintained its ranking among the 10 fastest growing economies in the world.,0
702,2013,H. E. John Dramani Mahama,"Inflation that for so long had been in double digits, has for the first time in our history remained within single digit for over thirty long months.",0
703,2013,H. E. John Dramani Mahama,"Apart from the first half of 2012, when the cedi experienced serious pressures resulting from a huge balance of trade deficit, the currency has continued to enjoy relative stability.",1
704,2013,H. E. John Dramani Mahama,This relative stability has been boosted by the relatively strong foreign reserves of the country that have increased significantly from about $2billion at the beginning of 2009 to the current $5.5billion.,1
705,2013,H. E. John Dramani Mahama,The National Petroleum Authority recently announced adjustments in the prices of petroleum products to realign the distortions in the pricing of petroleum products.,1
706,2013,H. E. John Dramani Mahama,These distortions had resulted in a situation where Government had to shell out about GHC150 million to the Bulk Distribution Companies (BDCs) to compensate them for losses sustained in the supply of petroleum products.,1
707,2013,H. E. John Dramani Mahama,"The net effect was also that because of the wide disparity in price between us and our neighbours, many unscrupulous people found a new occupation in smuggling the products across our borders for sale.",1
708,2013,H. E. John Dramani Mahama,We would rationalize the use of government vehicles and fuel in the next few weeks.,1
709,2013,H. E. John Dramani Mahama,I have given the Chief of Staff appropriate directives on this matter.,1
710,2013,H. E. John Dramani Mahama,We will discuss with auto companies a scheme to enable Senior Public servants to buy on hire purchase their own vehicles and curtail the reliance on the use of State vehicles.,1
711,2013,H. E. John Dramani Mahama,We are also taking strict measures to curtail MDAs spending beyond their budgetary allocations and new mechanisms of strict monitoring will be announced by the Minister of Finance in the 2013 budget.,1
712,2013,H. E. John Dramani Mahama,The Ghana Revenue Authority and other agencies have been tasked to help raise tax and non-tax revenues to levels that benefit our emerging Lower Middle-Income Country status.,1
713,2013,H. E. John Dramani Mahama,We will plug the leakages and raise Ghana’s ratio of revenue to GDP from the current meager 16% to above 20%.,0
714,2013,H. E. John Dramani Mahama,Comparative levels with other lower middle income countries are Kenya 24% and Senegal 22%.,1
715,2013,H. E. John Dramani Mahama,Ghana improved from the 92nd position in 2009 to the 63rd in 2012 on the World Bank’s “Ease of Doing Business Index”.,1
716,2013,H. E. John Dramani Mahama,"I have already inaugurated the Private Sector Advisory Council under my chairmanship, and decisive steps are underway to deepen the implementation of the Private Sector Development Strategy (PSDS) II, covering all major aspects of private sector development.",1
717,2013,H. E. John Dramani Mahama,We will use Government’s significant procurement power to benefit the Ghanaian Private Sector.,1
718,2013,H. E. John Dramani Mahama,"The process of modernization, involving the use of improved seed varieties, greater access to tractor services and training of peasant and small holder farmers on productivity enhancements, has resulted in dramatic increases in maize, rice and cassava production in the last four years.",1
719,2013,H. E. John Dramani Mahama,"These will be expanded with an additional 2,000 tractors, improved seed support and fertilizer subsidies, especially for the poorest farmers.",1
720,2013,H. E. John Dramani Mahama,"Total land under irrigation throughout the country will be substantially increased as a result of new initiatives on the Accra Plains and the Savannah zone, under a new World Bank facility on commercial agriculture development.",1
721,2013,H. E. John Dramani Mahama,This will allow for all year round farming and will enhance Ghana’s food security.,1
722,2013,H. E. John Dramani Mahama,"These two projects are expected to bring some 80,000 hectares of land under irrigation in the Northern belt.",1
723,2013,H. E. John Dramani Mahama,"A more coherent focus on fisheries and aquaculture development has been initiated, with the designation of a new Ministry for Fisheries and Aquaculture Development and the imminent establishment of a college of Fisheries planned for Anomabo as a department of the University of Cape Coast.",1
724,2013,H. E. John Dramani Mahama,our focus is to work towards achieving sustainable production of the historic one million tonnes of cocoa.,1
725,2013,H. E. John Dramani Mahama,Work is ongoing on a $1.2 billion ammonia-urea based fertilizer processing plant with an annual capacity of one million tons in Nyankrom in the Shama District of the Western Region.,1
726,2013,H. E. John Dramani Mahama,"This is an initiative between the Ghana and Indian Governments with a potential for boosting trade, jobs creation, and increased agricultural productivity.",1
727,2013,H. E. John Dramani Mahama,Ghana was listed by the International Telecommunication Union (ITU) as one of the top ten most dynamic performing countries in ICT-for-development in 2011.,1
728,2013,H. E. John Dramani Mahama,"Indeed, telephone subscription in Ghana reached close to 26million as of December 2012, representing more than double the number as of December 2008.",1
729,2013,H. E. John Dramani Mahama,The work on the Eastern Corridor Rural Fibre Optic backbone network project will be accelerated to add 584 kilometres of optic fibre stretching from Ho to Bawku and linking 70 towns enroute to improve the quality of communications services.,1
730,2013,H. E. John Dramani Mahama,"We shall commence the distribution of Four Hundred Thousand (400,000) laptop computers to schools and students.",1
731,2013,H. E. John Dramani Mahama,"Work is soon commencing on the Northern segment of the Eastern Corridor road, stretching from Oti Damanko to Nakpanduri.",1
732,2013,H. E. John Dramani Mahama,"This year we expect to bring to a significant point of completion many of the ongoing road projects including the Kpando- Worawora- Dambai, Asankragwa- Enchi, Navrongo- Tumu and the Achimota- Ofankor, Madina- Pantang, Nsawam- Suhum-Apedwa, La- Teshie, Dansoman and the Apaaso- Kintampo roads.",1
733,2013,H. E. John Dramani Mahama,"Others are the Sefwi Bekwai- Eshiem- Asankragwa, Bomfa Junction- Asiwa- Bekwai, Tetteh Quarshie-Madina and the Berekum- Sampa roads.",1
734,2013,H. E. John Dramani Mahama,"COCOBOD is funding the reshaping, spot improvements and upgrading of gravel roads to bituminous surfaces in cocoa, coffee and sheanut producing areas.",1
735,2013,H. E. John Dramani Mahama,"In the course of this year, and under the policy on public private partnerships, feasibility studies will commence on the dualization of the Accra- Cape Coast- Takoradi road, and the rehabilitation and expansion of the Accra- Tema motorway.",1
736,2013,H. E. John Dramani Mahama,New interchanges are also planned for the Tema end of the motorway and the Kasoa-Bawjiase intersection.,1
737,2013,H. E. John Dramani Mahama,Work will commence this year too on a new interchange at the Kwame Nkrumah Circle.,1
738,2013,H. E. John Dramani Mahama,It is also my hope that the project for the PPP in respect of the multi-carriage Accra-Kumasi Highway will be approved by Parliament for work to commence this year.,1
739,2013,H. E. John Dramani Mahama,There has been tremendous work in this sector and I recall my meeting with the railway workers at the ‘Bottom Tree’ in Sekondi.,1
740,2013,H. E. John Dramani Mahama,"I can confidently say to them today, that as we continue with our railway sector development programme there will be significant signs of improvement within the next three years.",1
741,2013,H. E. John Dramani Mahama,"Government believes the private sector has a role to play in the on-going modernization of the rail sector, an example being the rehabilitation of the Accra-Tema, Kumasi-Ejisu, the Accra Nsawam and Takoradi-Kojokrom rail networks.",1
742,2013,H. E. John Dramani Mahama,Available data shows that passenger traffic through our International Airport has more than quadrupled in the last 3 years.,1
743,2013,H. E. John Dramani Mahama,Domestic passenger traffic on the other hand has increased ten-fold.,1
744,2013,H. E. John Dramani Mahama,The pollution of our environment and especially our beachfronts is depressing.,1
745,2013,H. E. John Dramani Mahama,"Government will in the next three years work with all stakeholders to ensure that the National Housing Policy document is not only finalized and approved by both Cabinet and Parliament; but also, work feverishly to ensure that relevant legislation is put in place to provide the necessary foundation as well as legal framework for implementation.",1
746,2013,H. E. John Dramani Mahama,Government will this year initiate a pilot scheme to combine social housing with improved sanitation and water supply.,1
747,2013,H. E. John Dramani Mahama,This will particularly concentrate on the dense urban slums where the phenomenon of safe sanitation and waste disposal are very weak.,1
748,2013,H. E. John Dramani Mahama,"I am deeply concerned about how the challenges in the housing sector, have led to exorbitant rents that do not only violate our rent law but also suffocate the average Ghanaian.",1
749,2013,H. E. John Dramani Mahama,Water supply is currently precarious in some communities including significant parts of Accra.,1
750,2013,H. E. John Dramani Mahama,"This is in spite of the several efforts we have been making to improve the supply of good drinking water, especially to Ghanaians.",1
751,2013,H. E. John Dramani Mahama,It is worth noting however that these efforts are beginning to yield some results.,1
752,2013,H. E. John Dramani Mahama,The situation however requires massive investment in new water delivery infrastructure and timely maintenance like the ongoing works at the Kpong headworks.,1
753,2013,H. E. John Dramani Mahama,a multi-agency sanitation task force was set-up to coordinate a nation-wide clean up exercise from September to December 2012.,1
754,2013,H. E. John Dramani Mahama,This sanitation management effort has helped to address part of the waste disposal problem.,1
